Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Temperature,Pressure
4,3,15,30,161,701,15,0.14,6.4,23,980
4,3,16,30,146,601,14,0.14,6.300000000000000,22,980
4,3,17,30,111,345,14,0.14,5.1000000000000000,21,980
4,3,18,30,51,115,14,0.14,4.2,19,980
4,3,19,30,0,0,14,0.14,4.2,18,980
4,3,20,30,0,0,14,0.14,4.6000000000000000,17,980
4,3,21,30,0,0,15,0.14,4.800000000000000,17,980
4,3,22,30,0,0,15,0.14,5,17,980
4,3,23,30,0,0,15,0.14,4.9,16,980
4,4,0,30,0,0,15,0.14,4.5,16,980
4,4,1,30,0,0,15,0.14,4.5,16,980
4,4,2,30,0,0,15,0.14,4.800000000000000,16,980
4,4,3,30,0,0,15,0.14,4.5,16,980
4,4,4,30,0,0,15,0.14,4.1000000000000000,16,980
4,4,5,30,0,0,15,0.14,3.5,15,980
4,4,6,30,0,0,15,0.14,2.9000000000000000,15,980
4,4,7,30,56,0,15,0.14,2.9000000000000000,16,980
4,4,8,30,117,0,15,0.14,3,16,980
4,4,9,30,139,0,16,0.14,2.8000000000000000,17,980
4,4,10,30,77,0,16,0.14,2.6,18,980
4,4,11,30,342,50,16,0.14,2.9000000000000000,19,980
4,4,12,30,352,41,16,0.14,3.4000000000000000,20,980
4,4,13,30,74,0,16,0.14,3.4000000000000000,20,980
4,4,14,30,31,0,16,0.14,3,19,970
4,4,15,30,91,0,17,0.14,3.1,19,970
4,4,16,30,86,0,17,0.14,3.7,19,970
4,4,17,30,124,36,17,0.14,4,18,970
4,4,18,30,37,0,17,0.14,4.1000000000000000,17,970
4,4,19,30,0,0,17,0.14,4.9,17,970
4,4,20,30,0,0,16,0.14,5.9,17,970
4,4,21,30,0,0,15,0.14,7.2,15,970
4,4,22,30,0,0,11,0.14,8.4,11,980
4,4,23,30,0,0,7,0.14,8.5,7,980
4,5,0,30,0,0,4,0.14,8.1,5,980
4,5,1,30,0,0,1,0.14,7.7,3,980
4,5,2,30,0,0,0,0.14,7.4,1,980
4,5,3,30,0,0,-1,0.14,6.9,0,980
4,5,4,30,0,0,-2,0.14,6.7,0,980
4,5,5,30,0,0,-3,0.14,6.6000000000000000,0,980
4,5,6,30,0,0,-4,0.14,6.7,0,990
4,5,7,30,11,0,-4,0.14,7,0,990
4,5,8,30,42,0,-5,0.14,7.300000000000000,0,990
4,5,9,30,84,0,-6,0.14,7.4,1,990
4,5,10,30,193,5,-6,0.14,7.300000000000000,2,990
4,5,11,30,226,10,-6,0.14,7,3,990
4,5,12,30,237,11,-5,0.14,6.6000000000000000,4,990
4,5,13,30,296,20,-5,0.14,6.2,5,990
4,5,14,30,342,63,-5,0.14,5.800000000000000,5,990
4,5,15,30,139,0,-5,0.14,5.4,4,990
4,5,16,30,141,0,-5,0.14,4.9,3,990
4,5,17,30,50,0,-5,0.14,4.1000000000000000,2,1000
4,5,18,30,26,0,-5,0.14,2.9000000000000000,1,1000
4,5,19,30,0,0,-4,0.14,2.2,0,1000
4,5,20,30,0,0,-4,0.14,2.2,-1,1000
4,5,21,30,0,0,-5,0.14,2.2,-2,1000
4,5,22,30,0,0,-5,0.14,2.1,-2,1000
4,5,23,30,0,0,-5,0.14,2,-2,1000
4,6,0,30,0,0,-5,0.14,1.9000000000000000,-2,1000
4,6,1,30,0,0,-5,0.14,2.1,-2,1000
4,6,2,30,0,0,-5,0.14,2.5,-2,1000
4,6,3,30,0,0,-5,0.14,2.9000000000000000,-2,1000
4,6,4,30,0,0,-5,0.14,3.3000000000000000,-2,1000
4,6,5,30,0,0,-6,0.14,3.8000000000000000,-2,1000
4,6,6,30,0,0,-6,0.14,4.3,-2,1000
4,6,7,30,61,0,-6,0.14,4.800000000000000,-1,1000
4,6,8,30,136,8,-7,0.14,5.2,0,1000
4,6,9,30,207,21,-6,0.14,5.4,0,1000
4,6,10,30,328,193,-6,0.14,5.6000000000000000,0,1000
4,6,11,30,374,93,-5,0.14,5.800000000000000,2,1000
4,6,12,30,410,124,-4,0.14,5.9,3,1000
4,6,13,30,308,23,-4,0.14,6.5,5,1000
4,6,14,30,256,15,-3,0.14,6.7,6,990
4,6,15,30,218,12,-2,0.14,6.9,7,990
4,6,16,30,100,0,-2,0.14,7,7,990
4,6,17,30,27,0,-2,0.14,6.6000000000000000,6,990
4,6,18,30,27,0,-1,0.14,6.4,4,990
4,6,19,30,0,0,-1,0.14,6.6000000000000000,3,990
4,6,20,30,0,0,-1,0.14,7.4,2,990
4,6,21,30,0,0,-1,0.14,7.9,2,990
4,6,22,30,0,0,-2,0.14,7.800000000000000,1,990
4,6,23,30,0,0,-2,0.14,8,0,990
4,7,0,30,0,0,-2,0.14,8.3,0,990
4,7,1,30,0,0,-2,0.14,8,0,990
4,7,2,30,0,0,-1,0.14,7.1000000000000000,0,990
4,7,3,30,0,0,0,0.14,6.300000000000000,1,990
4,7,4,30,0,0,0,0.14,6.7,1,990
4,7,5,30,0,0,0,0.14,6.800000000000000,1,990
4,7,6,30,0,0,0,0.14,5.6000000000000000,1,990
4,7,7,30,97,180,0,0.14,4.6000000000000000,1,990
4,7,8,30,175,383,0,0.14,4.3,2,990
4,7,9,30,80,0,0,0.14,4,3,990
4,7,10,30,158,0,1,0.14,3.5,4,990
4,7,11,30,154,1,2,0.14,2.9000000000000000,5,990
4,7,12,30,143,0,3,0.14,2.2,6,990
4,7,13,30,159,3,4,0.14,1.5,7,990
4,7,14,30,150,0,4,0.14,1.2000000000000000,7,990
4,7,15,30,120,0,4,0.14,1.5,6,990
4,7,16,30,78,0,4,0.14,1.9000000000000000,6,990
4,7,17,30,165,281,4,0.14,2.4000000000000000,5,990
4,7,18,30,63,79,2,0.14,2.6,4,990
4,7,19,30,0,0,2,0.14,2.6,3,990
4,7,20,30,0,0,2,0.14,2.4000000000000000,2,990
4,7,21,30,0,0,1,0.14,2.3000000000000000,2,990
4,7,22,30,0,0,1,0.14,2.2,1,990
4,7,23,30,0,0,0,0.14,2,0,990
4,8,0,30,0,0,0,0.14,2,0,990
4,8,1,30,0,0,0,0.14,2.4000000000000000,0,990
4,8,2,30,0,0,0,0.14,2.6,0,990
4,8,3,30,0,0,0,0.14,2.6,0,990
4,8,4,30,0,0,0,0.14,2.4000000000000000,0,990
4,8,5,30,0,0,0,0.14,2.3000000000000000,0,1000
4,8,6,30,0,0,0,0.14,2.5,0,1000
4,8,7,30,5,0,-1,0.14,2.8000000000000000,0,1000
4,8,8,30,140,10,0,0.14,2.9000000000000000,1,1000
4,8,9,30,96,0,0,0.14,2.9000000000000000,2,1000
4,8,10,30,310,61,0,0.14,2.8000000000000000,4,1000
4,8,11,30,126,0,0,0.14,2.9000000000000000,5,1000
4,8,12,30,186,6,0,0.14,3.3000000000000000,6,1000
4,8,13,30,173,4,0,0.14,3.9000000000000000,7,1000
4,8,14,30,154,1,0,0.14,4.4,7,1000
4,8,15,30,86,0,0,0.14,4.7,6,1000
4,8,16,30,76,0,0,0.14,4.800000000000000,5,1000
4,8,17,30,11,0,0,0.14,4.6000000000000000,4,1000
4,8,18,30,64,191,0,0.14,4.2,3,1000
4,8,19,30,0,0,0,0.14,4.2,2,1000
4,8,20,30,0,0,0,0.14,4.6000000000000000,1,1000
4,8,21,30,0,0,0,0.14,4.6000000000000000,0,1000
4,8,22,30,0,0,-1,0.14,4.4,0,1000
4,8,23,30,0,0,-1,0.14,4,0,1000
4,9,0,30,0,0,-2,0.14,3.6,-1,1000
4,9,1,30,0,0,-2,0.14,3.4000000000000000,-2,1000
4,9,2,30,0,0,-3,0.14,3.5,-2,1000
4,9,3,30,0,0,-3,0.14,3.7,-2,1000
4,9,4,30,0,0,-4,0.14,3.8000000000000000,-3,1000
4,9,5,30,0,0,-4,0.14,3.9000000000000000,-3,1000
4,9,6,30,9,17,-4,0.14,4.4,-2,1000
4,9,7,30,16,0,-3,0.14,5.1000000000000000,-1,1000
4,9,8,30,57,0,-3,0.14,5.6000000000000000,1,1000
4,9,9,30,128,0,-3,0.14,5.800000000000000,3,1000
4,9,10,30,306,53,-2,0.14,5.7,5,1000
4,9,11,30,163,852,-1,0.14,5.6000000000000000,7,1000
4,9,12,30,162,876,0,0.14,5.5,8,1000
4,9,13,30,408,238,0,0.14,5.4,9,990
4,9,14,30,161,844,0,0.14,5.4,10,990
4,9,15,30,144,810,0,0.14,5.4,10,990
4,9,16,30,121,750,0,0.14,5.4,9,990
4,9,17,30,95,617,-1,0.14,4.800000000000000,8,990
4,9,18,30,54,341,0,0.14,3.7,5,990
4,9,19,30,0,0,0,0.14,3.4000000000000000,3,990
4,9,20,30,0,0,0,0.14,3.4000000000000000,2,990
4,9,21,30,0,0,-1,0.14,3,0,1000
4,9,22,30,0,0,-1,0.14,2.7,0,1000
4,9,23,30,0,0,-1,0.14,2.5,0,990
4,10,0,30,0,0,-2,0.14,2.4000000000000000,-1,990
4,10,1,30,0,0,-2,0.14,2.5,-1,990
4,10,2,30,0,0,-3,0.14,2.6,-2,990
4,10,3,30,0,0,-3,0.14,2.7,-2,990
4,10,4,30,0,0,-3,0.14,2.7,-3,990
4,10,5,30,0,0,-3,0.14,2.8000000000000000,-3,990
4,10,6,30,13,107,-3,0.14,3.4000000000000000,-1,990
4,10,7,30,58,598,-2,0.14,3.9000000000000000,1,990
4,10,8,30,79,797,-1,0.14,4.2,3,990
4,10,9,30,90,897,-1,0.14,4.6000000000000000,6,990
4,10,10,30,94,958,0,0.14,4.9,9,990
4,10,11,30,98,986,-1,0.14,5.1000000000000000,12,990
4,10,12,30,99,995,-1,0.14,5.2,14,990
4,10,13,30,104,981,-1,0.14,5.1000000000000000,15,990
4,10,14,30,101,960,-1,0.14,4.800000000000000,16,990
4,10,15,30,96,919,0,0.14,4.5,16,990
4,10,16,30,83,860,0,0.14,4,15,990
4,10,17,30,69,737,0,0.14,2.8000000000000000,13,990
4,10,18,30,43,479,4,0.14,1.9000000000000000,9,990
4,10,19,30,0,0,2,0.14,2,6,990
4,10,20,30,0,0,1,0.14,2.1,5,990
4,10,21,30,0,0,1,0.14,2,4,990
4,10,22,30,0,0,0,0.14,1.9000000000000000,3,990
4,10,23,30,0,0,0,0.14,1.7000000000000000,2,990
4,11,0,30,0,0,0,0.14,1.6,1,990
4,11,1,30,0,0,0,0.14,1.4000000000000000,1,990
4,11,2,30,0,0,0,0.14,1.3,1,990
4,11,3,30,0,0,0,0.14,1.3,1,990
4,11,4,30,0,0,-1,0.14,1.4000000000000000,0,990
4,11,5,30,0,0,-1,0.14,1.3,0,990
4,11,6,30,13,118,-1,0.14,1.5,2,990
4,11,7,30,57,580,0,0.14,1.6,5,990
4,11,8,30,81,763,0,0.14,1.5,8,990
4,11,9,30,96,856,1,0.14,2.2,12,990
4,11,10,30,114,893,0,0.14,3,16,990
4,11,11,30,124,915,0,0.14,3.1,17,990
4,11,12,30,133,913,1,0.14,3.3000000000000000,18,990
4,11,13,30,139,895,1,0.14,3.5,19,990
4,11,14,30,147,846,2,0.14,3.7,20,990
4,11,15,30,151,767,3,0.14,3.7,20,990
4,11,16,30,135,678,3,0.14,3.2,19,990
4,11,17,30,109,519,6,0.14,2,17,990
4,11,18,30,59,249,9,0.14,1.4000000000000000,13,990
4,11,19,30,0,0,7,0.14,1.5,11,990
4,11,20,30,0,0,5,0.14,1.7000000000000000,9,990
4,11,21,30,0,0,4,0.14,1.8,7,990
4,11,22,30,0,0,3,0.14,1.7000000000000000,6,990
4,11,23,30,0,0,2,0.14,1.7000000000000000,4,990
4,12,0,30,0,0,2,0.14,1.8,4,990
4,12,1,30,0,0,1,0.14,1.8,3,990
4,12,2,30,0,0,1,0.14,1.9000000000000000,2,990
4,12,3,30,0,0,1,0.14,2.1,2,990
4,12,4,30,0,0,1,0.14,2.3000000000000000,2,990
4,12,5,30,0,0,0,0.14,2.5,2,990
4,12,6,30,15,79,0,0.14,3.3000000000000000,3,990
4,12,7,30,61,560,1,0.14,3.5,5,990
4,12,8,30,81,767,1,0.14,3.8000000000000000,9,990
4,12,9,30,93,867,0,0.14,4.5,12,990
4,12,10,30,104,914,0,0.14,4.9,14,990
4,12,11,30,110,940,0,0.14,5.4,15,990
4,12,12,30,114,948,1,0.14,5.7,16,990
4,12,13,30,117,938,2,0.14,5.9,16,990
4,12,14,30,113,920,2,0.14,6,15,990
4,12,15,30,105,884,2,0.14,6,14,990
4,12,16,30,90,827,2,0.14,5.9,13,990
4,12,17,30,74,706,1,0.14,5.5,11,990
4,12,18,30,47,442,1,0.14,4.6000000000000000,8,990
4,12,19,30,0,0,1,0.14,3.9000000000000000,5,990
4,12,20,30,0,0,0,0.14,3.6,3,990
4,12,21,30,0,0,0,0.14,3.1,2,990
4,12,22,30,0,0,0,0.14,2.6,0,990
4,12,23,30,0,0,0,0.14,2.3000000000000000,0,990
4,13,0,30,0,0,0,0.14,2.1,0,990
4,13,1,30,0,0,0,0.14,2.1,0,990
4,13,2,30,0,0,0,0.14,2.1,0,990
4,13,3,30,0,0,0,0.14,2.2,0,990
4,13,4,30,0,0,0,0.14,2.2,0,1000
4,13,5,30,0,0,0,0.14,2.4000000000000000,1,1000
4,13,6,30,18,89,0,0.14,2.7,1,1000
4,13,7,30,70,521,0,0.14,3,3,1000
4,13,8,30,94,726,1,0.14,3.4000000000000000,7,1000
4,13,9,30,109,828,1,0.14,3.8000000000000000,11,1000
4,13,10,30,125,874,2,0.14,3.6,14,1000
4,13,11,30,133,900,3,0.14,3.4000000000000000,16,1000
4,13,12,30,134,914,3,0.14,3.2,17,1000
4,13,13,30,139,900,4,0.14,2.9000000000000000,18,1000
4,13,14,30,133,881,4,0.14,2.7,18,1000
4,13,15,30,123,840,4,0.14,2.6,18,1000
4,13,16,30,107,775,4,0.14,2.5,18,1000
4,13,17,30,86,649,5,0.14,1.9000000000000000,16,1000
4,13,18,30,52,392,8,0.14,1.5,13,1000
4,13,19,30,0,0,6,0.14,1.8,10,1000
4,13,20,30,0,0,5,0.14,2.1,9,1000
4,13,21,30,0,0,4,0.14,2.4000000000000000,8,1000
4,13,22,30,0,0,4,0.14,2.7,8,1000
4,13,23,30,0,0,3,0.14,3,7,1000
4,14,0,30,0,0,3,0.14,3.2,7,1000
4,14,1,30,0,0,3,0.14,3.4000000000000000,6,1000
4,14,2,30,0,0,3,0.14,3.3000000000000000,6,1000
4,14,3,30,0,0,3,0.14,3.2,5,1000
4,14,4,30,0,0,3,0.14,3.1,5,1000
4,14,5,30,0,0,3,0.14,3.2,5,1000
4,14,6,30,16,42,3,0.14,3.9000000000000000,6,1000
4,14,7,30,89,374,4,0.14,4.2,8,1000
4,14,8,30,135,560,5,0.14,4,12,990
4,14,9,30,164,674,7,0.14,4.5,16,990
4,14,10,30,232,643,8,0.14,5.1000000000000000,20,990
4,14,11,30,238,698,9,0.14,5.300000000000000,23,990
4,14,12,30,230,736,10,0.14,5.300000000000000,24,990
4,14,13,30,231,729,11,0.14,5.4,25,990
4,14,14,30,214,717,11,0.14,5.5,26,990
4,14,15,30,195,673,11,0.14,5.5,26,990
4,14,16,30,185,548,12,0.14,4.9,25,990
4,14,17,30,132,439,13,0.14,4.1000000000000000,22,990
4,14,18,30,67,223,14,0.14,4,20,990
4,14,19,30,0,0,14,0.15,4.7,18,990
4,14,20,30,0,0,14,0.15,5.300000000000000,18,990
4,14,21,30,0,0,14,0.15,5.6000000000000000,17,990
4,14,22,30,0,0,14,0.15,5.9,17,990
4,14,23,30,0,0,14,0.15,5.7,16,990
4,15,0,30,0,0,14,0.15,4.9,15,990
4,15,1,30,0,0,14,0.15,4.5,14,990
4,15,2,30,0,0,13,0.15,4.5,13,990
4,15,3,30,0,0,13,0.15,4.5,13,990
4,15,4,30,0,0,11,0.15,4.6000000000000000,13,990
4,15,5,30,0,0,11,0.15,5,13,990
4,15,6,30,20,79,11,0.15,5.5,13,990
4,15,7,30,75,477,11,0.15,5.800000000000000,15,990
4,15,8,30,103,674,12,0.15,6.1000000000000000,19,990
4,15,9,30,120,778,12,0.15,7.2,22,990
4,15,10,30,131,835,11,0.15,8,24,990
4,15,11,30,139,864,10,0.15,8.3,25,990
4,15,12,30,142,879,10,0.15,8.4,26,990
4,15,13,30,152,858,9,0.15,8.5,27,990
4,15,14,30,144,844,8,0.15,8.6,27,980
4,15,15,30,133,806,8,0.15,8.6,26,980
4,15,16,30,161,539,8,0.15,8.200000000000000,25,980
4,15,17,30,119,393,9,0.15,7.5,23,980
4,15,18,30,64,86,9,0.15,7,21,980
4,15,19,30,0,0,10,0.15,6.9,19,980
4,15,20,30,0,0,10,0.15,6.4,17,980
4,15,21,30,0,0,11,0.15,5.9,17,980
4,15,22,30,0,0,11,0.15,5.800000000000000,16,980
4,15,23,30,0,0,11,0.15,5.800000000000000,16,980
4,16,0,30,0,0,12,0.15,5.800000000000000,16,980
4,16,1,30,0,0,12,0.15,5.6000000000000000,15,980
4,16,2,30,0,0,12,0.15,5.300000000000000,15,980
4,16,3,30,0,0,12,0.15,4.9,15,980
4,16,4,30,0,0,13,0.15,4.5,14,980
4,16,5,30,0,0,13,0.15,4.3,14,980
4,16,6,30,22,85,13,0.15,4.6000000000000000,15,980
4,16,7,30,87,415,14,0.15,5.1000000000000000,17,980
4,16,8,30,126,598,15,0.15,5.800000000000000,19,980
4,16,9,30,150,657,15,0.15,6.300000000000000,21,980
4,16,10,30,283,454,15,0.15,6.300000000000000,22,980
4,16,11,30,289,577,14,0.15,6.300000000000000,23,980
4,16,12,30,412,308,13,0.15,6.6000000000000000,24,980
4,16,13,30,426,208,12,0.15,7.2,25,980
4,16,14,30,361,332,11,0.15,7.6000000000000000,25,980
4,16,15,30,275,34,11,0.15,7,24,980
4,16,16,30,196,424,12,0.15,5.300000000000000,23,980
4,16,17,30,147,163,14,0.15,3.5,21,980
4,16,18,30,4,0,15,0.15,2.4000000000000000,19,980
4,16,19,30,0,0,15,0.15,2.4000000000000000,17,980
4,16,20,30,0,0,15,0.15,3.1,17,980
4,16,21,30,0,0,14,0.15,3.7,16,980
4,16,22,30,0,0,14,0.15,4.2,16,980
4,16,23,30,0,0,14,0.15,4.9,15,980
4,17,0,30,0,0,13,0.15,5.800000000000000,14,980
4,17,1,30,0,0,11,0.15,6.7,13,980
4,17,2,30,0,0,9,0.15,7,11,980
4,17,3,30,0,0,8,0.15,7,9,980
4,17,4,30,0,0,7,0.15,6.9,8,980
4,17,5,30,0,0,6,0.15,6.9,7,980
4,17,6,30,7,0,5,0.15,6.800000000000000,7,980
4,17,7,30,21,0,5,0.15,6.5,7,980
4,17,8,30,93,0,5,0.15,6.2,8,980
4,17,9,30,252,48,6,0.15,5.9,10,980
4,17,10,30,298,34,8,0.15,5.6000000000000000,13,980
4,17,11,30,174,783,10,0.15,5.1000000000000000,16,980
4,17,12,30,289,16,12,0.15,4.6000000000000000,17,980
4,17,13,30,154,3,13,0.15,3.9000000000000000,18,980
4,17,14,30,198,7,13,0.15,3.2,18,980
4,17,15,30,124,0,13,0.15,2.8000000000000000,17,980
4,17,16,30,238,204,13,0.15,2.8000000000000000,17,980
4,17,17,30,139,409,14,0.15,2.9000000000000000,16,980
4,17,18,30,73,194,14,0.15,2.9000000000000000,15,980
4,17,19,30,0,0,13,0.15,3.1,13,980
4,17,20,30,0,0,11,0.15,3.5,12,980
4,17,21,30,0,0,11,0.15,3.3000000000000000,11,980
4,17,22,30,0,0,9,0.15,2.7,10,980
4,17,23,30,0,0,9,0.15,2.4000000000000000,9,980
4,18,0,30,0,0,8,0.15,2.5,9,990
4,18,1,30,0,0,8,0.15,2.7,8,990
4,18,2,30,0,0,7,0.15,3,8,990
4,18,3,30,0,0,7,0.15,3.3000000000000000,7,990
4,18,4,30,0,0,6,0.15,3.3000000000000000,7,990
4,18,5,30,0,0,6,0.15,3.2,7,990
4,18,6,30,16,10,6,0.15,3.1,7,990
4,18,7,30,57,0,5,0.15,3,7,990
4,18,8,30,172,35,5,0.15,2.5,7,990
4,18,9,30,279,150,6,0.15,1.6,8,990
4,18,10,30,334,67,7,0.15,0.9,10,990
4,18,11,30,391,64,7,0.15,0.7000000000000000,11,990
4,18,12,30,269,686,8,0.15,1.1,13,990
4,18,13,30,265,685,9,0.15,1.5,14,990
4,18,14,30,342,422,9,0.15,1.4000000000000000,15,990
4,18,15,30,310,289,10,0.15,0.7000000000000000,15,990
4,18,16,30,236,88,10,0.15,0.6000000000000000,15,990
4,18,17,30,150,95,10,0.15,1.1,15,990
4,18,18,30,6,0,11,0.15,1.1,14,990
4,18,19,30,0,0,11,0.15,1.1,12,990
4,18,20,30,0,0,10,0.15,1.4000000000000000,11,990
4,18,21,30,0,0,10,0.15,1.7000000000000000,11,990
4,18,22,30,0,0,10,0.15,2,11,990
4,18,23,30,0,0,9,0.15,2.4000000000000000,11,990
4,19,0,30,0,0,9,0.15,2.6,11,990
4,19,1,30,0,0,9,0.15,2.7,11,990
4,19,2,30,0,0,11,0.15,2.8000000000000000,11,990
4,19,3,30,0,0,11,0.15,3.1,11,990
4,19,4,30,0,0,11,0.15,3.4000000000000000,11,990
4,19,5,30,0,0,11,0.15,3.8000000000000000,11,990
4,19,6,30,14,0,11,0.15,4.5,12,990
4,19,7,30,88,312,12,0.15,4.9,14,990
4,19,8,30,186,225,13,0.15,5.4,17,990
4,19,9,30,233,427,14,0.15,6,20,990
4,19,10,30,331,336,14,0.15,6,22,990
4,19,11,30,325,477,14,0.15,6,23,990
4,19,12,30,351,472,14,0.15,6.300000000000000,24,990
4,19,13,30,396,358,14,0.15,6,24,990
4,19,14,30,315,29,15,0.15,4.7,23,990
4,19,15,30,271,30,16,0.15,3.4000000000000000,22,990
4,19,16,30,243,129,17,0.15,2.9000000000000000,22,990
4,19,17,30,152,131,17,0.15,3.1,21,990
4,19,18,30,63,10,17,0.15,3.5,20,990
4,19,19,30,0,0,17,0.15,3.9000000000000000,19,990
4,19,20,30,0,0,16,0.15,4.2,18,990
4,19,21,30,0,0,16,0.15,4.1000000000000000,17,990
4,19,22,30,0,0,16,0.15,4.1000000000000000,17,990
4,19,23,30,0,0,16,0.15,4.5,17,990
4,20,0,30,0,0,16,0.15,4.7,16,990
4,20,1,30,0,0,16,0.15,4.9,16,990
4,20,2,30,0,0,16,0.15,5.4,16,990
4,20,3,30,0,0,16,0.15,5.7,16,990
4,20,4,30,0,0,16,0.15,5.300000000000000,16,990
4,20,5,30,0,0,16,0.15,5,16,980
4,20,6,30,9,0,16,0.15,5.300000000000000,16,980
4,20,7,30,18,0,16,0.15,5.7,17,980
4,20,8,30,152,6,17,0.15,5.9,18,980
4,20,9,30,276,89,17,0.15,7,20,980
4,20,10,30,334,319,17,0.15,8.1,21,980
4,20,11,30,393,74,16,0.15,8.3,22,980
4,20,12,30,136,875,15,0.15,8,22,980
4,20,13,30,372,41,14,0.15,7.9,22,980
4,20,14,30,390,231,13,0.15,7.800000000000000,21,980
4,20,15,30,329,177,12,0.15,7.5,20,980
4,20,16,30,156,632,12,0.15,7,19,980
4,20,17,30,115,539,11,0.15,6.300000000000000,18,980
4,20,18,30,71,122,10,0.15,5.6000000000000000,16,980
4,20,19,30,0,0,9,0.15,4.9,14,990
4,20,20,30,0,0,9,0.15,3.7,12,990
4,20,21,30,0,0,8,0.15,2.5,10,990
4,20,22,30,0,0,8,0.15,1.8,9,990
4,20,23,30,0,0,7,0.15,1.8,8,980
4,21,0,30,0,0,7,0.15,2.1,8,980
4,21,1,30,0,0,7,0.15,2.7,7,980
4,21,2,30,0,0,7,0.15,3.2,7,980
4,21,3,30,0,0,7,0.15,3.5,7,980
4,21,4,30,0,0,7,0.15,3.5,7,980
4,21,5,30,0,0,6,0.15,3.6,7,980
4,21,6,30,8,0,6,0.15,4.1000000000000000,8,980
4,21,7,30,97,259,6,0.15,5,10,980
4,21,8,30,179,304,5,0.15,5.7,11,980
4,21,9,30,199,9,5,0.15,5.9,13,980
4,21,10,30,219,9,5,0.15,6.1000000000000000,14,980
4,21,11,30,157,3,5,0.15,6.300000000000000,14,980
4,21,12,30,160,4,6,0.15,6.6000000000000000,14,980
4,21,13,30,101,0,6,0.15,6.800000000000000,14,980
4,21,14,30,136,0,6,0.15,6.7,13,980
4,21,15,30,109,0,6,0.15,6.4,13,980
4,21,16,30,104,0,5,0.15,5.9,12,980
4,21,17,30,68,0,5,0.15,5.1000000000000000,11,980
4,21,18,30,19,0,4,0.15,4.3,10,980
4,21,19,30,0,0,4,0.15,3.6,8,980
4,21,20,30,0,0,4,0.15,3.3000000000000000,7,980
4,21,21,30,0,0,4,0.15,2.9000000000000000,6,990
4,21,22,30,0,0,4,0.15,2.6,6,990
4,21,23,30,0,0,4,0.15,2.6,6,990
4,22,0,30,0,0,4,0.15,2.8000000000000000,5,990
4,22,1,30,0,0,4,0.15,3,5,990
4,22,2,30,0,0,3,0.15,3.1,4,990
4,22,3,30,0,0,2,0.15,2.9000000000000000,3,990
4,22,4,30,0,0,2,0.15,2.7,2,990
4,22,5,30,0,0,1,0.15,2.9000000000000000,2,990
4,22,6,30,32,163,1,0.15,3.9000000000000000,3,990
4,22,7,30,72,0,0,0.15,4.800000000000000,5,990
4,22,8,30,95,0,0,0.15,5.2,7,990
4,22,9,30,197,8,0,0.15,5.300000000000000,8,990
4,22,10,30,171,3,1,0.15,5.4,10,990
4,22,11,30,383,59,1,0.15,5.6000000000000000,11,990
4,22,12,30,442,207,2,0.15,5.800000000000000,12,990
4,22,13,30,173,853,2,0.15,6.1000000000000000,13,990
4,22,14,30,163,839,1,0.15,6.1000000000000000,14,990
4,22,15,30,152,801,1,0.15,5.7,13,990
4,22,16,30,137,726,0,0.15,5.2,12,990
4,22,17,30,103,634,0,0.15,4.2,11,990
4,22,18,30,61,443,0,0.15,2.7,8,990
4,22,19,30,0,0,0,0.15,1.9000000000000000,5,990
4,22,20,30,0,0,0,0.15,1.8,3,990
4,22,21,30,0,0,-1,0.15,1.6,2,990
4,22,22,30,0,0,-2,0.15,1.4000000000000000,0,990
4,22,23,30,0,0,-2,0.15,1.4000000000000000,0,990
4,23,0,30,0,0,-3,0.15,1.4000000000000000,0,990
4,23,1,30,0,0,-3,0.15,1.5,0,990
4,23,2,30,0,0,-3,0.15,1.5,0,990
4,23,3,30,0,0,-3,0.15,1.6,-1,990
4,23,4,30,0,0,-3,0.15,1.6,-1,990
4,23,5,30,0,0,-2,0.15,1.7000000000000000,-1,990
4,23,6,30,32,251,-2,0.15,2.2,0,990
4,23,7,30,75,595,-1,0.15,2.3000000000000000,2,1000
4,23,8,30,99,760,-2,0.15,2,5,1000
4,23,9,30,115,849,-2,0.15,2,8,1000
4,23,10,30,128,894,-3,0.15,2.2,11,1000
4,23,11,30,132,925,-3,0.15,2.5,14,1000
4,23,12,30,132,940,-3,0.15,2.6,15,990
4,23,13,30,135,931,-2,0.15,2.5,16,990
4,23,14,30,129,914,-2,0.15,2.2,17,990
4,23,15,30,122,874,-2,0.15,1.7000000000000000,17,990
4,23,16,30,114,796,-1,0.15,1.7000000000000000,16,990
4,23,17,30,96,670,-1,0.15,1.4000000000000000,15,990
4,23,18,30,63,429,4,0.15,1.1,12,990
4,23,19,30,0,0,2,0.15,1.2000000000000000,10,990
4,23,20,30,0,0,2,0.15,1.5,8,990
4,23,21,30,0,0,1,0.15,1.7000000000000000,7,990
4,23,22,30,0,0,1,0.15,1.8,6,990
4,23,23,30,0,0,1,0.15,1.9000000000000000,5,990
4,24,0,30,0,0,1,0.15,1.8,5,990
4,24,1,30,0,0,1,0.15,1.9000000000000000,4,990
4,24,2,30,0,0,0,0.15,2.3000000000000000,4,990
4,24,3,30,0,0,0,0.15,2.9000000000000000,4,990
4,24,4,30,0,0,0,0.15,3.2,4,990
4,24,5,30,0,0,0,0.15,3.3000000000000000,4,990
